1|10152
2|3628
3|1821
4|7475
5|13361
6|4786
7|3121
8|7457
9|2326
10|13519
11|13687
12|3386
13|14650
14|8291
15|3807
16|7544
17|11696
18|4699
19|11256
20|3393
21|12862
22|9994
23|13282
24|5746
25|8382
26|2308
27|7691
28|2558
29|12627
30|3396
31|4132
32|14037
33|5410
34|7498
35|6089
36|13562
37|4525
38|7276
39|2971
40|3033
41|11228
42|13539
43|14373
44|4044
45|475
46|4309
47|7209
48|2107
49|4629
50|3328
51|9764
52|16352
53|8926
54|2366
55|13649
56|5440
57|10560
58|7219
59|15415
60|7082
61|261
62|1578
63|286
64|8976
65|4424
66|1461
67|10347
68|13470
69|64
70|7647
71|2509
72|7688
73|2587
74|2618
75|14469
76|9961
77|14919
78|10824
79|9191
80|7784
81|9974
82|2508
83|5538
84|14276
85|10887
86|934
87|6701
88|8900
89|11506
90|13765
91|6891
92|9948
93|11301
94|15390
95|2377
96|12740
97|7853
98|6977
99|3622
100|7011
101|7529
102|12246
103|13343
104|15505
105|8356
106|3263
107|5919
108|13566
109|1850
110|237
111|3281
112|6111
113|9040
114|13472
115|10482
116|12097
117|7262
118|8474
119|6899
120|10484
121|16065
122|5842
123|15534
124|5278
125|3782
126|6297
127|3768
128|13509
129|1587
130|797
131|15687
132|12913
133|13451
134|4540
135|15863
136|7025
137|5049
138|14063
139|11848
140|643
141|6200
142|15287
143|9692
144|16350
145|7450
146|11779
147|9634
148|1886
149|10257
150|13294
151|12939
152|6903
153|3821
154|10304
155|1796
156|1054
157|11773
158|3013
159|12222
160|572
161|13270
162|14300
163|13577
164|8740
165|14517
166|8091
167|16129
168|5093
169|11596
170|14686
171|3300
172|5419
173|450
174|1369
175|9691
176|13046
177|8522
178|1946
179|13742
180|7972
181|14322
182|6574
183|3549
184|1433
185|15561
186|4939
187|3370
188|5629
189|1754
190|1161
191|11934
192|11765
193|2175
194|8350
195|15080
196|8713
197|4895
198|5609
199|7355
200|347
201|7033
202|16134
203|7302
204|6700
205|11469
206|737
207|12724
208|2939
209|7419
210|6757
211|10987
212|1522
213|4908
214|10275
215|4769
216|11897
217|214
218|3030
219|13764
220|977
221|7767
222|8987
223|9376
224|15685
225|3002
226|14715
227|3851
228|6471
229|10499
230|4719
231|10555
232|10580
233|15384
234|11295
235|11743
236|3054
237|14901
238|1243
239|8914
240|2892
241|11716
242|1260
243|14655
244|148
245|7938
246|1442
247|9923
248|6161
249|7835
250|12136
251|2436
252|5033
253|231
254|11885
255|12078
256|10915
257|14972
258|2721
259|15730
260|14635
261|9164
262|13242
263|11249
264|877
265|16189
266|10450
267|5543
268|6897
269|15824
270|15306
271|8780
272|11766
273|6456
274|1992
275|15585
276|10514
277|4035
278|2155
279|13317
280|10818
281|13035
282|5224
283|7571
284|11753
285|4760
286|551
287|2445
288|5646
289|14524
290|6845
291|12620
292|4357
293|10696
294|1379
295|3424
296|7914
297|7813
298|13259
299|3862
300|762
301|12074
302|5560
303|8608
304|3542
305|9088
306|15431
307|7608
308|12816
309|8394
310|3798
311|14477
312|1206
313|5257
314|835
315|8531
316|15311
317|12988
318|3027
319|14977
320|14586
321|7027
322|1558
323|2860
324|11486
325|14127
326|3934
327|13027
328|15810
329|1630
330|3351
331|11631
332|10191
333|9305
334|1311
335|15612
336|2717
337|10227
338|1761
339|11218
340|1857
341|3189
342|8418
343|11339
344|11812
345|2265
346|12612
347|15036
348|16244
349|14775
350|10048
351|3988
352|7204
353|4025
354|1834
355|13638
356|8243
357|4039
358|6511
359|1408
360|12976
361|2343
362|9116
363|5894
364|2865
365|15807
366|8962
367|4903
368|9537
369|10332
370|15430
371|6088
372|4634
373|3816
374|3616
375|3842
376|4603
377|11917
378|1327
379|4205
380|11466
381|14419
382|3084
383|5055
384|3123
385|13213
386|3808
387|103
388|12395
389|8357
390|1980
391|12564
392|8142
393|5677
394|16281
395|5478
396|14307
397|4419
398|6128
399|1777
400|10625
401|11315
402|15870
403|12141
404|11694
405|4486
406|1042
407|280
408|6393
409|2391
410|14502
411|9466
412|5236
413|2973
414|1668
415|2913
416|10648
417|3881
418|9325
419|11806
420|4346
421|15503
422|7350
423|4484
424|15443
425|2240
426|14472
427|14632
428|12287
429|296
430|4887
431|10182
432|4037
433|13088
434|4313
435|9179
436|2345
437|8095
438|3572
439|14877
440|14002
441|16008
442|6517
443|4425
444|12502
445|6551
446|2222
447|6144
448|13966
449|13540
450|12323
451|594
452|11383
453|9696
454|796
455|12786
456|12430
457|10900
458|2206
459|10554
460|12255
461|7710
462|16359
463|14739
464|3150
465|6286
466|341
467|15238
468|13092
469|9491
470|1993
471|14886
472|6262
473|12349
474|13385
475|2160
476|4339
477|11447
478|10325
479|4043
480|10741
481|7966
482|15112
483|10692
484|14890
485|16264
486|2753
487|3613
488|3998
489|13875
490|9555
491|7145
492|1618
493|2802
494|10709
495|15560
496|3996
497|9763
498|5979
499|6875
500|7864
501|8542
502|4765
503|2546
504|10834
505|11100
506|15119
507|3233
508|885
509|14548
510|855
511|6301
512|13024
513|15048
514|10400
515|9538
516|13442
517|16076
518|7871
519|8529
520|2671
521|5632
522|7718
523|2595
524|8473
525|8899
526|1577
527|3949
528|11429
529|5319
530|4052
531|11751
532|6165
533|8331
534|8086
535|410
536|12138
537|118
538|8549
539|12889
540|3476
541|15425
542|9149
543|14186
544|8408
545|7505
546|974
547|8258
548|2790
549|15581
550|11607
551|15103
552|2781
553|7280
554|10852
555|2843
556|10660
557|12083
558|14773
559|10917
560|5617
561|11187
562|1601
563|16278
564|2103
565|10167
566|8032
567|12169
568|12881
569|4073
570|14104
571|7955
572|15149
573|10395
574|3254
575|14731
576|1722
577|13611
578|12962
579|9047
580|3826
581|7121
582|14463
583|12821
584|12458
585|13551
586|14862
587|11693
588|13101
589|4638
590|1694
591|804
592|7561
593|8672
594|13123
595|12544
596|6944
597|14453
598|3984
599|11312
600|7898
601|7150
602|436
603|6039
604|11999
605|8533
606|8820
607|5411
608|12408
609|6415
610|4292
611|13307
612|15242
613|8590
614|561
615|15992
616|9352
617|2165
618|5314
619|1603
620|12012
621|1086
622|11336
623|8266
624|1746
625|16154
626|14555
627|15075
628|14001
629|8494
630|7222
631|10333
632|8239
633|5381
634|10716
635|5323
636|9711
637|5832
638|7810
639|12838
640|688
641|11046
642|61
643|14729
644|6905
645|5029
646|13126
647|10181
648|2063
649|11517
650|16180
651|14838
652|9770
653|10141
654|1016
655|1662
656|12398
657|2807
658|12599
659|12686
660|9908
661|8782
662|6079
663|3523
664|2127
665|6894
666|8093
667|8387
668|15635
669|5613
670|11857
671|3972
672|11669
673|15527
674|13371
675|12237
676|12015
677|12099
678|3442
679|8705
680|1843
681|3882
682|14466
683|2570
684|8835
685|11348
686|7857
687|14183
688|12597
689|5094
690|1274
691|8722
692|13110
693|13130
694|7861
695|12924
696|7574
697|8003
698|11384
699|10372
700|12206
701|10452
702|7370
703|12613
704|3570
705|14399
706|9993
707|1364
708|8287
709|15394
710|12503
711|9600
712|4996
713|2962
714|3724
715|15171
716|7484
717|537
718|4123
719|10541
720|10631
721|14271
722|2059
723|11199
724|1786
725|10053
726|6998
727|7733
728|4946
729|3067
730|4260
731|10632
732|11501
733|8864
734|11257
735|15822
736|16383
737|2545
738|8580
739|12319
740|13683
741|4678
742|6571
743|5773
744|1683
745|9400
746|2906
747|12494
748|16130
749|8762
750|12747
751|9095
752|2769
753|8334
754|2875
755|5127
756|4103
757|15133
758|6406
759|778
760|1576
761|1664
762|6453
763|10856
764|7703
765|9248
766|134
767|7400
768|5634
769|9986
770|14949
771|4021
772|2467
773|4347
774|12830
775|5889
776|7385
777|15065
778|367
779|3675
780|4723
781|2626
782|8369
783|14734
784|1964
785|8122
786|14926
787|15734
788|10071
789|14291
790|14591
791|6731
792|3404
793|5098
794|14531
795|5581
796|2775
797|13511
798|3112
799|13932
800|2804
801|202
802|3501
803|9373
804|2413
805|4024
806|779
807|6251
808|14465
809|2341
810|15550
811|10759
812|13066
813|1513
814|105
815|5290
816|1136
817|9838
818|715
819|6364
820|189
821|5622
822|14151
823|4008
824|12007
825|1223
826|5524
827|11571
828|2088
829|15945
830|14989
831|734
832|7229
833|14913
834|10862
835|10106
836|5738
837|8444
838|10933
839|4857
840|5481
841|11297
842|5041
843|6316
844|9189
845|13809
846|7773
847|11761
848|11222
849|433
850|5950
851|190
852|4009
853|13400
854|5546
855|1575
856|5358
857|3979
858|16029
859|3215
860|4360
861|11047
862|11598
863|8313
864|1975
865|4905
866|14376
867|3474
868|6896
869|2283
870|3838
871|15915
872|9561
873|13889
874|14033
875|11217
876|10243
877|7644
878|11859
879|8653
880|8470
881|8400
882|14191
883|1546
884|16114
885|3251
886|4340
887|9627
888|13827
889|5977
890|13626
891|10341
892|16101
893|9646
894|5063
895|2923
896|1456
897|1764
898|14255
899|13632
900|3210
901|315
902|16022
903|11091
904|4117
905|3604
906|7740
907|10846
908|15076
909|3360
910|15204
911|10404
912|9785
913|6311
914|12437
915|2559
916|10616
917|3306
918|308
919|6498
920|10671
921|14915
922|8910
923|13061
924|10758
925|13090
926|14693
927|12826
928|10847
929|5692
930|2897
931|3448
932|14627
933|4693
934|10583
935|920
936|6685
